Feuchtigkeit	SHT21	DPS310
%	C	C
26.11	25.63	24.31
26.11	25.61	24.29
26.11	25.61	24.29
26.11	25.60	24.30
26.11	25.61	24.30
26.11	25.60	24.31
26.11	25.61	24.34
26.15	25.61	24.34
26.11	25.61	24.32
26.15	25.61	24.30
26.15	25.61	24.30
26.15	25.61	24.33
26.15	25.61	24.33
26.15	25.63	24.29
26.15	25.60	24.31
26.15	25.60	24.31
26.15	25.64	24.30
26.15	25.64	24.31
26.15	25.63	24.31
26.15	25.60	24.33
26.15	25.61	24.33
26.15	25.60	24.33
26.15	25.61	24.32
26.15	25.61	24.32
26.17	25.63	24.34
26.19	25.61	24.31
26.15	25.63	24.31
26.15	25.61	24.31
26.15	25.63	24.31
26.15	25.64	24.31
26.15	25.63	24.31
26.19	25.66	24.31
26.15	25.64	24.33
26.19	25.63	24.30
26.15	25.63	24.30
26.19	25.64	24.33
26.19	25.65	24.31
26.19	25.66	24.31
26.19	25.67	24.31
26.21	25.65	24.32
26.15	25.64	24.32
26.19	25.63	24.33
26.15	25.63	24.33
26.15	25.63	24.31
26.15	25.64	24.32
26.15	25.63	24.32
26.15	25.66	24.32
26.15	25.64	24.31
26.15	25.66	24.31
26.15	25.64	24.31
26.19	25.68	24.35
26.15	25.63	24.35
26.15	25.63	24.34
26.15	25.63	24.34
26.15	25.64	24.31
26.15	25.64	24.31
26.15	25.64	24.31
26.19	25.66	24.31
26.19	25.67	24.34
26.19	25.64	24.34
26.19	25.65	24.32
26.21	25.65	24.32
26.21	25.66	24.31
26.24	25.67	24.34
26.19	25.68	24.34
26.23	25.67	24.31
26.24	25.66	24.31
26.19	25.67	24.31
26.19	25.67	24.28
26.19	25.68	24.33
26.21	25.66	24.33
26.19	25.66	24.32
26.19	25.64	24.32
26.15	25.63	24.29
26.15	25.63	24.34
26.19	25.67	24.34
26.21	25.66	24.34
26.15	25.64	24.35
26.15	25.64	24.35
26.15	25.63	24.35
26.15	25.64	24.35
26.15	25.64	24.34
26.11	25.64	24.32
26.11	25.65	24.32
26.11	25.66	24.32
26.13	25.66	24.34
26.11	25.65	24.34
26.11	25.67	24.36
26.11	25.65	24.36
26.13	25.65	24.36
26.11	25.64	24.37
26.11	25.65	24.37
26.11	25.64	24.36
26.11	25.64	24.34
26.11	25.64	24.34
26.11	25.65	24.34
26.11	25.64	24.35
26.11	25.65	24.35
26.11	25.65	24.35
26.11	25.65	24.35
26.11	25.64	24.33
26.11	25.64	24.32
26.11	25.65	24.32
26.11	25.65	24.34
26.11	25.64	24.34
26.11	25.65	24.34
26.11	25.64	24.35
26.11	25.65	24.35
26.11	25.65	24.35
26.13	25.65	24.36
26.11	25.65	24.36
26.11	25.64	24.34
26.11	25.63	24.33
26.11	25.64	24.33
26.11	25.64	24.32
26.11	25.63	24.34
26.11	25.66	24.34
26.11	25.66	24.35
26.11	25.65	24.35
26.15	25.63	24.30
26.15	25.61	24.32
26.19	25.64	24.32
26.19	25.63	24.34
26.23	25.65	24.31
26.23	25.66	24.31
26.23	25.63	24.35
26.23	25.61	24.34
26.23	25.60	24.34
26.19	25.60	24.28
26.23	25.63	24.28
26.19	25.60	24.32
26.19	25.64	24.31
26.15	25.60	24.31
26.15	25.60	24.31
26.15	25.58	24.31
26.19	25.59	24.31
26.15	25.58	24.31
26.15	25.59	24.31
26.15	25.60	24.31
26.15	25.59	24.30
26.15	25.59	24.30
26.15	25.60	24.29
26.15	25.60	24.30
26.15	25.59	24.30
26.15	25.59	24.31
26.15	25.59	24.31
26.15	25.58	24.31
26.15	25.59	24.29
26.19	25.61	24.29
26.19	25.59	24.31
26.23	25.60	24.31
26.31	25.61	24.31
26.35	25.61	24.32
26.35	25.57	24.31
26.39	25.58	24.31
26.39	25.58	24.26
26.39	25.57	24.26
26.39	25.58	24.26
26.43	25.57	24.26
26.43	25.55	24.26
26.43	25.55	24.27
26.47	25.55	24.26
26.47	25.55	24.26
26.51	25.56	24.27
26.47	25.55	24.27
26.47	25.55	24.27
26.47	25.56	24.26
26.47	25.57	24.26
26.47	25.59	24.28
26.47	25.57	24.29
26.43	25.57	24.29
26.43	25.58	24.31
26.43	25.55	24.27
26.43	25.56	24.27
26.39	25.56	24.29
26.39	25.57	24.29
26.35	25.57	24.30
26.35	25.57	24.31
26.35	25.57	24.31
26.31	25.58	24.30
26.35	25.58	24.29
26.31	25.57	24.29
26.31	25.57	24.26
26.31	25.56	24.29
26.31	25.57	24.29
26.27	25.57	24.31
26.27	25.57	24.31
26.27	25.58	24.31
26.31	25.61	24.31
26.27	25.61	24.31
26.27	25.65	24.30
26.27	25.60	24.31
26.27	25.60	24.31
26.27	25.59	24.31
26.27	25.61	24.31
26.27	25.64	24.31
26.27	25.63	24.31
26.27	25.61	24.31
26.27	25.60	24.31
26.27	25.59	24.29
26.27	25.59	24.29
26.27	25.58	24.31
26.27	25.59	24.31
26.27	25.58	24.31
26.27	25.58	24.29
26.27	25.59	24.29
26.27	25.58	24.31
26.27	25.59	24.30
26.31	25.59	24.30
26.31	25.58	24.31
26.31	25.58	24.29
26.31	25.59	24.29
26.31	25.58	24.31
26.31	25.58	24.31
26.31	25.57	24.31
26.31	25.58	24.31
26.35	25.58	24.31
26.35	25.59	24.33
26.35	25.57	24.29
26.35	25.58	24.29
26.35	25.58	24.30
26.35	25.58	24.30
26.35	25.58	24.30
26.35	25.59	24.33
26.35	25.58	24.33
26.35	25.60	24.31
26.35	25.59	24.29
26.35	25.61	24.29
26.35	25.60	24.32
26.35	25.61	24.31
26.35	25.64	24.31
26.39	25.61	24.32
26.39	25.60	24.32
26.39	25.61	24.29
26.39	25.60	24.33
26.39	25.61	24.33
26.39	25.64	24.32
26.39	25.59	24.32
26.39	25.59	24.32
26.43	25.59	24.30
26.43	25.59	24.31
26.39	25.59	24.31
26.43	25.58	24.28
26.43	25.60	24.28
26.43	25.63	24.34
26.47	25.61	24.31
26.43	25.59	24.31
26.43	25.59	24.31
26.47	25.60	24.31
26.47	25.63	24.31
26.47	25.64	24.30
26.43	25.61	24.30
26.43	25.61	24.31
26.47	25.66	24.31
26.43	25.61	24.31
26.47	25.60	24.31
26.47	25.61	24.34
26.47	25.66	24.34
26.43	25.63	24.32
26.47	25.61	24.30
26.43	25.59	24.30
26.43	25.61	24.32
26.43	25.60	24.32
26.43	25.60	24.34
26.43	25.61	24.33
26.39	25.61	24.33
26.39	25.65	24.31
26.39	25.61	24.31
26.39	25.66	24.31
26.44	25.65	24.33
26.39	25.60	24.33
26.39	25.61	24.31
26.39	25.64	24.31
26.43	25.61	24.31
26.47	25.63	24.31
26.51	25.63	24.30
26.55	25.65	24.30
26.56	25.66	24.34
26.55	25.61	24.32
26.59	25.61	24.32
26.59	25.63	24.31
26.59	25.61	24.31
26.59	25.63	24.29
26.63	25.61	24.32
26.63	25.64	24.32
26.63	25.63	24.33
26.67	25.67	24.31
26.71	25.63	24.31
26.71	25.68	24.30
26.75	25.64	24.30
26.75	25.64	24.29
26.79	25.64	24.31
26.79	25.63	24.31
26.79	25.68	24.34
26.83	25.61	24.32
26.87	25.66	24.32
26.87	25.64	24.29
26.87	25.66	24.34
26.91	25.65	24.34
26.91	25.60	24.30
26.87	25.59	24.30
26.87	25.59	24.29
26.83	25.60	24.31
26.75	25.59	24.31
26.71	25.58	24.29
26.67	25.58	24.31
26.63	25.59	24.31
26.63	25.58	24.31
26.59	25.58	24.31
26.55	25.58	24.31
26.55	25.58	24.34
26.55	25.58	24.34
26.51	25.58	24.31
26.51	25.59	24.31
26.51	25.58	24.31
26.51	25.58	24.30
26.47	25.58	24.33
26.47	25.58	24.33
26.47	25.58	24.28
26.47	25.58	24.28
26.47	25.57	24.31
26.47	25.58	24.31
26.43	25.57	24.31
26.43	25.58	24.30
26.43	25.60	24.34
26.43	25.60	24.34
26.43	25.58	24.31
26.43	25.59	24.31
26.39	25.60	24.30
26.39	25.59	24.34
26.39	25.58	24.34
26.43	25.60	24.34
26.43	25.59	24.29
26.43	25.59	24.29
26.47	25.59	24.29
26.47	25.59	24.31
26.47	25.60	24.31
26.47	25.59	24.31
26.47	25.59	24.31
26.47	25.60	24.32
26.47	25.59	24.33
26.47	25.61	24.33
26.47	25.60	24.31
26.47	25.59	24.31
26.47	25.61	24.31
26.47	25.60	24.31
26.47	25.61	24.31
26.47	25.61	24.34
26.47	25.59	24.29
26.47	25.59	24.29
26.47	25.60	24.33
26.47	25.59	24.29
26.47	25.59	24.29
26.47	25.60	24.31
26.47	25.60	24.31
26.47	25.59	24.31
26.47	25.59	24.34
26.51	25.59	24.34
26.51	25.59	24.30
26.51	25.59	24.31
26.51	25.60	24.31
26.51	25.61	24.31
26.51	25.63	24.31
26.51	25.60	24.31
26.47	25.60	24.32
26.47	25.60	24.30
26.51	25.60	24.30
26.51	25.59	24.32
26.55	25.58	24.32
26.55	25.59	24.31
26.55	25.57	24.29
26.55	25.58	24.29
26.59	25.59	24.31
26.59	25.59	24.30
26.59	25.60	24.30
26.59	25.59	24.31
26.59	25.60	24.31
26.55	25.59	24.32
26.59	25.60	24.30
26.55	25.59	24.30
26.51	25.58	24.31
26.51	25.58	24.30
26.47	25.59	24.30
26.47	25.58	24.31
26.47	25.59	24.34
26.47	25.60	24.34
26.47	25.60	24.32
26.43	25.59	24.32
26.43	25.59	24.31
26.39	25.58	24.33
26.39	25.59	24.33
26.39	25.58	24.32
26.39	25.58	24.31
26.39	25.57	24.31
26.39	25.57	24.31
26.43	25.57	24.31
26.43	25.57	24.30
26.43	25.58	24.31
26.43	25.57	24.31
26.47	25.63	24.30
26.43	25.58	24.29
26.43	25.58	24.29
26.47	25.59	24.30
26.43	25.58	24.31
26.43	25.58	24.31
26.43	25.58	24.32
26.43	25.58	24.32
26.43	25.58	24.31
26.47	25.59	24.30
26.47	25.57	24.30
26.47	25.57	24.29
26.51	25.57	24.30
26.51	25.57	24.30
26.51	25.58	24.30
26.51	25.59	24.30
26.51	25.57	24.31
26.51	25.58	24.30
26.51	25.57	24.30
26.51	25.58	24.29
26.51	25.58	24.34
26.51	25.60	24.34
26.51	25.59	24.30
26.51	25.58	24.32
26.51	25.60	24.32
26.51	25.61	24.31
26.55	25.61	24.31
26.51	25.60	24.30
26.47	25.57	24.31
26.47	25.57	24.31
26.51	25.57	24.31
26.51	25.59	24.30
26.51	25.59	24.30
26.47	25.58	24.30
26.51	25.58	24.30
26.51	25.58	24.29
26.51	25.57	24.29
26.51	25.60	24.29
26.55	25.61	24.33
26.55	25.59	24.29
26.55	25.58	24.29
26.55	25.59	24.31
26.55	25.59	24.33
26.55	25.59	24.33
26.55	25.58	24.29
26.55	25.59	24.29
26.55	25.60	24.31
26.51	25.60	24.31
26.51	25.60	24.31
26.55	25.61	24.33
26.51	25.59	24.33
26.51	25.59	24.33
26.51	25.60	24.33
26.51	25.60	24.33
26.51	25.60	24.29
26.51	25.61	24.33
26.51	25.61	24.33
26.55	25.60	24.31
26.55	25.61	24.29
26.55	25.63	24.29
26.55	25.61	24.31
26.55	25.60	24.32
26.55	25.63	24.32
26.55	25.64	24.31
26.55	25.61	24.31
26.55	25.61	24.32
26.55	25.61	24.31
26.55	25.60	24.31
26.55	25.61	24.29
26.55	25.60	24.33
26.55	25.61	24.33
26.55	25.63	24.34
26.55	25.61	24.34
26.55	25.60	24.33
26.55	25.60	24.31
26.55	25.60	24.31
26.55	25.60	24.31
26.55	25.63	24.31
26.55	25.60	24.31
26.59	25.60	24.31
26.59	25.60	24.31
26.63	25.60	24.31
26.63	25.61	24.32
26.67	25.60	24.32
26.71	25.60	24.32
26.71	25.60	24.35
26.75	25.63	24.35
26.75	25.64	24.34
26.75	25.67	24.34
26.71	25.64	24.34
26.71	25.64	24.34
26.71	25.66	24.34
26.71	25.65	24.32
26.67	25.63	24.34
26.71	25.68	24.34
26.71	25.66	24.34
26.71	25.64	24.34
26.75	25.65	24.34
26.71	25.61	24.34
26.71	25.63	24.32
26.71	25.67	24.32
26.71	25.63	24.32
26.71	25.64	24.32
26.71	25.65	24.34
26.76	25.69	24.35
26.71	25.66	24.35
26.73	25.68	24.34
26.71	25.65	24.33
26.73	25.67	24.33
26.71	25.66	24.35
26.67	25.64	24.35
26.67	25.64	24.32
26.63	25.63	24.31
26.63	25.65	24.31
26.63	25.64	24.33
26.63	25.61	24.29
26.63	25.63	24.29
26.59	25.60	24.31
26.59	25.60	24.31
26.59	25.63	24.31
26.59	25.61	24.32
26.59	25.63	24.32
26.59	25.61	24.31
26.59	25.63	24.29
26.63	25.63	24.29
26.63	25.64	24.33
26.63	25.66	24.35
26.63	25.64	24.35
26.63	25.65	24.34
26.63	25.64	24.34
26.63	25.66	24.36
26.63	25.66	24.32
26.59	25.66	24.32
26.63	25.65	24.35
26.63	25.66	24.32
26.63	25.63	24.32
26.63	25.64	24.29
26.63	25.65	24.35
26.67	25.65	24.35
26.63	25.65	24.32
26.63	25.61	24.32
26.63	25.61	24.29
26.63	25.61	24.35
26.63	25.63	24.35
26.64	25.64	24.33
26.59	25.63	24.36
26.59	25.61	24.36
26.59	25.64	24.31
26.55	25.65	24.31
26.55	25.65	24.35
26.55	25.63	24.33
26.51	25.63	24.33
26.51	25.65	24.32
26.51	25.65	24.34
26.51	25.66	24.34
26.51	25.63	24.34
26.51	25.65	24.35
26.51	25.66	24.35
26.47	25.61	24.34
26.51	25.67	24.34
26.51	25.65	24.33
26.51	25.64	24.34
26.51	25.61	24.34
26.51	25.61	24.33
26.55	25.64	24.32
26.56	25.66	24.32
26.55	25.65	24.34
26.55	25.63	24.34
26.55	25.61	24.31
26.55	25.61	24.32
26.51	25.63	24.32
26.51	25.63	24.34
26.51	25.61	24.29
26.51	25.66	24.29
26.51	25.63	24.33
26.53	25.66	24.32
26.47	25.63	24.32
26.47	25.63	24.34
26.43	25.63	24.34
26.43	25.61	24.32
26.43	25.60	24.30
26.43	25.68	24.30
26.44	25.64	24.33
26.43	25.66	24.32
26.39	25.63	24.32
26.39	25.63	24.30
26.39	25.64	24.30
26.39	25.61	24.34
26.39	25.64	24.34
26.39	25.61	24.34
26.39	25.61	24.31
26.39	25.65	24.31
26.39	25.61	24.31
26.35	25.60	24.34
26.35	25.60	24.31
26.35	25.61	24.31
26.39	25.61	24.34
26.35	25.65	24.34
26.40	25.64	24.33
26.35	25.65	24.33
26.35	25.61	24.33
26.35	25.60	24.34
26.35	25.59	24.34
26.35	25.60	24.34
26.35	25.60	24.34
26.35	25.59	24.34
26.35	25.60	24.33
26.35	25.60	24.34
26.39	25.61	24.34
26.39	25.61	24.33
26.39	25.63	24.33
26.39	25.63	24.33
26.39	25.65	24.34
26.39	25.67	24.34
26.44	25.68	24.34
26.44	25.67	24.32
26.43	25.66	24.32
26.43	25.65	24.32
26.40	25.68	24.33
26.39	25.63	24.33
26.40	25.65	24.34
26.39	25.66	24.34
26.39	25.67	24.34
26.39	25.66	24.34
26.39	25.67	24.34
26.39	25.64	24.32
26.39	25.65	24.30
26.39	25.64	24.30
26.40	25.66	24.32
26.39	25.65	24.34
26.39	25.63	24.34
26.39	25.64	24.31
26.39	25.61	24.31
26.39	25.65	24.31
26.39	25.64	24.29
26.40	25.67	24.29
26.35	25.59	24.33
26.35	25.59	24.30
26.35	25.59	24.30
26.35	25.58	24.31
26.35	25.58	24.31
26.35	25.59	24.31
26.39	25.60	24.31
26.39	25.60	24.31
26.39	25.60	24.31
26.39	25.65	24.31
26.39	25.63	24.31
26.35	25.60	24.32
26.39	25.63	24.31
26.35	25.60	24.31
26.35	25.59	24.28
26.35	25.60	24.33
26.35	25.61	24.33
26.35	25.63	24.31
26.35	25.61	24.31
26.35	25.60	24.34
26.35	25.60	24.31
26.35	25.61	24.31
26.39	25.61	24.31
26.39	25.64	24.31
26.35	25.61	24.31
26.39	25.65	24.31
26.35	25.64	24.31
26.35	25.61	24.32
26.35	25.61	24.34
26.35	25.63	24.34
26.35	25.64	24.31
26.35	25.66	24.29
26.35	25.61	24.29
26.35	25.64	24.31
26.37	25.65	24.31
26.35	25.63	24.31
26.35	25.65	24.31
26.35	25.65	24.31
26.35	25.67	24.32
26.37	25.67	24.29
26.35	25.64	24.29
26.35	25.61	24.32
26.35	25.63	24.29
26.37	25.64	24.29
26.35	25.63	24.33
26.31	25.61	24.33
26.35	25.63	24.31
26.31	25.65	24.29
26.31	25.63	24.29
26.31	25.66	24.32
26.33	25.65	24.31
26.35	25.64	24.31
26.35	25.64	24.31
26.35	25.60	24.30
26.35	25.61	24.30
26.39	25.59	24.30
26.39	25.59	24.30
26.43	25.64	24.28
26.39	25.58	24.31
26.43	25.59	24.31
26.43	25.57	24.28
26.43	25.60	24.31
26.43	25.57	24.31
26.47	25.57	24.30
26.43	25.59	24.30
26.47	25.57	24.31
26.47	25.58	24.29
26.47	25.58	24.29
26.47	25.57	24.29
26.47	25.57	24.29
26.47	25.56	24.29
26.47	25.57	24.29
26.47	25.57	24.31
26.47	25.56	24.31
26.43	25.56	24.31
26.43	25.56	24.31
26.43	25.56	24.29
26.43	25.57	24.29
26.43	25.57	24.29
26.39	25.58	24.29
26.43	25.59	24.29
26.39	25.57	24.29
26.39	25.58	24.30
26.39	25.56	24.31
26.39	25.55	24.31
26.39	25.57	24.31
26.39	25.56	24.31
26.39	25.56	24.29
26.39	25.57	24.27
26.39	25.56	24.27
26.35	25.57	24.29
26.35	25.57	24.31
26.35	25.57	24.31
26.35	25.57	24.31
26.39	25.57	24.31
26.35	25.57	24.31
26.39	25.57	24.29
26.39	25.58	24.29
26.39	25.58	24.31
26.39	25.57	24.29
26.35	25.57	24.29
26.39	25.59	24.30
26.39	25.60	24.31
26.39	25.58	24.31
26.43	25.61	24.29
26.43	25.61	24.29
26.39	25.61	24.29
26.39	25.58	24.31
26.39	25.58	24.31
26.39	25.58	24.31
26.39	25.57	24.29
26.39	25.58	24.29
26.39	25.57	24.31
26.39	25.57	24.31
26.39	25.57	24.31
26.43	25.59	24.28
26.43	25.56	24.28
26.43	25.57	24.28
26.47	25.58	24.28
26.47	25.59	24.28
26.47	25.59	24.29
26.47	25.57	24.29
26.47	25.55	24.29
26.47	25.56	24.31
26.47	25.57	24.31
26.51	25.56	24.31
26.47	25.56	24.31
26.51	25.59	24.31
26.51	25.58	24.31
26.51	25.57	24.28
26.47	25.56	24.28
26.51	25.57	24.29
26.51	25.59	24.29
26.51	25.58	24.31
26.51	25.57	24.31
26.51	25.57	24.31
26.51	25.57	24.26
26.51	25.59	24.27
26.51	25.61	24.27
26.51	25.59	24.26
26.51	25.58	24.31
26.51	25.60	24.31
26.55	25.59	24.32
26.55	25.59	24.32
26.51	25.58	24.29
26.55	25.63	24.31
26.55	25.60	24.31
26.55	25.63	24.31
26.51	25.60	24.31
26.51	25.61	24.31
26.47	25.59	24.29
26.47	25.60	24.29
26.47	25.59	24.31
26.51	25.59	24.31
26.47	25.58	24.31
26.51	25.58	24.31
26.51	25.61	24.26
26.51	25.58	24.26
26.51	25.63	24.31
26.51	25.61	24.29
26.51	25.60	24.29
26.51	25.58	24.31
26.51	25.59	24.31
26.51	25.60	24.30
26.51	25.60	24.29
26.51	25.64	24.29
26.51	25.61	24.29
26.51	25.59	24.31
26.47	25.59	24.31
26.47	25.55	24.29
26.47	25.57	24.29
26.47	25.56	24.31
26.51	25.57	24.29
26.47	25.58	24.29
26.47	25.59	24.31
26.47	25.58	24.31
26.47	25.60	24.31
26.47	25.61	24.32
26.47	25.61	24.28
26.47	25.63	24.28
26.47	25.64	24.29
26.43	25.59	24.29
26.47	25.63	24.29
26.47	25.64	24.31
26.47	25.63	24.31
26.43	25.60	24.29
26.43	25.63	24.31
26.43	25.64	24.31
26.43	25.60	24.29
26.43	25.60	24.29
26.43	25.61	24.30
26.43	25.61	24.31
26.39	25.60	24.31
26.39	25.57	24.31
26.39	25.58	24.29
26.43	25.58	24.29
26.39	25.61	24.31
26.43	25.58	24.31
26.43	25.61	24.31
26.39	25.59	24.31
26.43	25.60	24.31
26.43	25.63	24.27
26.43	25.59	24.29
26.39	25.58	24.29
26.39	25.58	24.31
26.39	25.59	24.31
26.43	25.60	24.31
26.39	25.57	24.29
26.43	25.58	24.29
26.39	25.60	24.31
26.39	25.59	24.29
26.39	25.58	24.29
26.39	25.59	24.26
26.39	25.60	24.31
26.39	25.61	24.31
26.39	25.60	24.31
26.39	25.60	24.31
26.39	25.59	24.31
26.39	25.58	24.27
26.39	25.59	24.27
26.39	25.59	24.26
26.39	25.61	24.31
26.39	25.60	24.31
26.39	25.63	24.31
26.39	25.60	24.31
26.35	25.61	24.31
26.39	25.61	24.29
26.39	25.59	24.29
26.39	25.64	24.31
26.39	25.61	24.31
26.39	25.63	24.31
26.39	25.64	24.31
26.39	25.64	24.29
26.39	25.61	24.29
26.39	25.60	24.31
26.43	25.63	24.29
26.39	25.64	24.29
26.39	25.61	24.29
26.43	25.63	24.29
26.43	25.65	24.29
26.43	25.64	24.29
26.43	25.60	24.29
26.43	25.60	24.28
26.51	25.60	24.26
26.51	25.56	24.26
26.55	25.58	24.26
26.63	25.61	24.26
26.63	25.57	24.26
26.63	25.57	24.26
26.67	25.56	24.26
26.67	25.57	24.25
26.71	25.58	24.24
26.67	25.55	24.24
26.67	25.57	24.25
26.71	25.56	24.27
26.67	25.57	24.27
26.67	25.55	24.31
26.67	25.57	24.31
26.67	25.58	24.26
26.63	25.57	24.26
26.63	25.57	24.26
26.63	25.56	24.26
26.55	25.57	24.28
26.59	25.57	24.28
26.55	25.56	24.25
26.55	25.58	24.25
26.55	25.59	24.28
26.55	25.58	24.29
26.55	25.57	24.29
26.55	25.61	24.30
26.55	25.59	24.28
26.55	25.59	24.28
26.55	25.59	24.29
26.55	25.57	24.27
26.51	25.57	24.27
26.51	25.56	24.29
26.55	25.58	24.29
26.51	25.59	24.31
26.51	25.59	24.28
26.51	25.61	24.28
26.51	25.59	24.26
26.51	25.63	24.26
26.51	25.60	24.26
26.51	25.59	24.26
26.47	25.57	24.26
26.51	25.59	24.29
26.51	25.60	24.29
26.51	25.63	24.29
26.51	25.61	24.26
26.51	25.61	24.27
26.51	25.60	24.27
26.51	25.61	24.26
26.51	25.59	24.27
26.51	25.60	24.27
26.47	25.59	24.26
26.47	25.63	24.26
26.47	25.60	24.29
26.47	25.61	24.28
26.47	25.60	24.28
26.47	25.61	24.28
26.47	25.63	24.29
26.47	25.60	24.29
26.47	25.60	24.29
26.47	25.59	24.29
26.47	25.58	24.29
26.47	25.61	24.28
26.47	25.59	24.28
26.47	25.59	24.28
26.51	25.59	24.26
26.47	25.60	24.26
26.51	25.63	24.32
26.51	25.59	24.26
26.51	25.61	24.26
26.51	25.60	24.26
26.51	25.63	24.26
26.51	25.60	24.26
26.51	25.61	24.26
26.51	25.60	24.26
26.51	25.58	24.28
26.51	25.55	24.26
26.51	25.57	24.26
26.55	25.58	24.26
26.51	25.56	24.26
26.55	25.55	24.26
26.55	25.57	24.26
26.55	25.58	24.26
26.55	25.55	24.29
26.55	25.59	24.26
26.55	25.57	24.26
26.55	25.57	24.29
26.55	25.61	24.27
26.55	25.56	24.27
26.55	25.58	24.31
26.55	25.58	24.31
26.55	25.58	24.26
26.55	25.59	24.31
26.55	25.61	24.31
26.55	25.61	24.26
26.59	25.59	24.28
26.59	25.57	24.28
26.59	25.56	24.31
26.59	25.55	24.31
26.59	25.56	24.28
26.59	25.56	24.31
26.63	25.55	24.31
26.63	25.57	24.29
26.67	25.57	24.31
26.67	25.59	24.31
26.67	25.58	24.31
26.67	25.61	24.29
26.67	25.61	24.29
26.67	25.64	24.29
26.67	25.61	24.29
26.67	25.64	24.29
26.67	25.64	24.30
26.63	25.61	24.30
26.63	25.63	24.29
26.67	25.63	24.30
26.63	25.63	24.30
26.63	25.63	24.29
26.67	25.63	24.29
26.67	25.61	24.29
26.67	25.63	24.29
26.67	25.60	24.29
26.67	25.61	24.29
26.71	25.61	24.29
26.71	25.61	24.29
26.71	25.60	24.27
26.71	25.59	24.26
26.75	25.58	24.26
26.71	25.59	24.29
26.75	25.61	24.29
26.71	25.60	24.26
26.75	25.63	24.29
26.75	25.63	24.29
26.75	25.61	24.29
26.75	25.63	24.31
26.71	25.58	24.31
26.71	25.57	24.29
26.71	25.58	24.29
26.71	25.58	24.29
26.71	25.58	24.31
26.71	25.57	24.31
26.71	25.57	24.31
26.71	25.57	24.29
26.71	25.60	24.29
26.71	25.58	24.31
26.71	25.57	24.31
26.67	25.59	24.31
26.67	25.58	24.28
26.67	25.57	24.28
26.67	25.58	24.31
26.67	25.61	24.29
26.63	25.63	24.29
26.63	25.63	24.31
26.67	25.61	24.29
26.63	25.57	24.29
26.63	25.55	24.26
26.63	25.57	24.26
26.59	25.56	24.31
26.59	25.56	24.31
26.59	25.57	24.31
26.59	25.56	24.28
26.59	25.56	24.29
26.59	25.57	24.29
26.59	25.57	24.29
26.63	25.59	24.31
26.59	25.58	24.31
26.59	25.58	24.29
26.59	25.57	24.29
26.59	25.57	24.31
26.59	25.57	24.28
26.67	25.57	24.28
26.71	25.57	24.31
26.75	25.60	24.31
26.79	25.58	24.31
26.79	25.60	24.32
26.79	25.61	24.32
26.83	25.59	24.31
26.91	25.60	24.29
26.96	25.63	24.29
27.2	25.63	24.30
27.7	25.60	24.30
27.2	25.61	24.30
27.7	25.64	24.30
27.2	25.59	24.29
26.98	25.59	24.29
26.98	25.60	24.32
26.95	25.61	24.32
26.95	25.61	24.34
26.91	25.59	24.31
26.87	25.61	24.31
26.87	25.60	24.30
26.83	25.59	24.33
26.79	25.58	24.33
26.79	25.58	24.30
26.71	25.57	24.30
26.75	25.57	24.30
26.71	25.59	24.29
26.67	25.56	24.29
26.71	25.56	24.29
26.67	25.58	24.29
26.67	25.59	24.29
26.67	25.59	24.31
26.63	25.58	24.31
26.63	25.55	24.31
26.63	25.56	24.28
26.63	25.53	24.28
26.63	25.55	24.31
26.59	25.53	24.26
26.59	25.53	24.26
26.57	25.55	24.27
26.59	25.54	24.28
26.59	25.52	24.28
26.57	25.53	24.29
26.59	25.55	24.29
26.63	25.55	24.28
26.59	25.53	24.26
26.63	25.54	24.26
26.59	25.53	24.26
26.59	25.52	24.25
26.57	25.53	24.25
26.59	25.58	24.26
26.59	25.53	24.26
26.59	25.52	24.26
26.59	25.55	24.25
26.67	25.57	24.25
26.67	25.56	24.26
26.71	25.53	24.26
26.71	25.53	24.26
26.75	25.54	24.29
26.79	25.56	24.27
26.79	25.58	24.27
26.83	25.55	24.26
26.83	25.56	24.26
26.83	25.55	24.29
26.83	25.57	24.27
26.83	25.57	24.27
26.83	25.56	24.26
26.83	25.55	24.27
26.83	25.57	24.27
26.83	25.55	24.25
26.87	25.56	24.26
26.83	25.56	24.26
26.83	25.56	24.26
26.79	25.54	24.26
26.79	25.55	24.29
26.79	25.54	24.29
26.79	25.58	24.29
26.79	25.58	24.28
26.79	25.57	24.29
26.79	25.58	24.29
26.75	25.55	24.26
26.75	25.54	24.26
26.75	25.54	24.29
26.75	25.56	24.26
26.71	25.56	24.26
26.71	25.53	24.26
26.69	25.53	24.26
26.71	25.55	24.26
26.75	25.55	24.26
26.71	25.55	24.26
26.71	25.54	24.26
26.69	25.52	24.25
26.71	25.53	24.25
26.71	25.53	24.26
26.71	25.53	24.31
26.65	25.50	24.31
26.65	25.53	24.26
26.65	25.51	24.29
26.71	25.56	24.29
26.67	25.57	24.28
26.65	25.52	24.28
26.67	25.52	24.26
26.63	25.53	24.26
26.61	25.51	24.26
26.59	25.50	24.28
26.57	25.51	24.27
26.59	25.51	24.27
26.57	25.50	24.26
26.57	25.51	24.26
26.61	25.50	24.26
26.57	25.50	24.23
26.61	25.51	24.23
26.61	25.51	24.26
26.61	25.51	24.24
26.65	25.53	24.24
26.61	25.51	24.26
26.63	25.52	24.24
